date,original,interannual,interdecadal
1950-09-01,-0.631,-0.46760885406863306,-0.16339128426424268
1950-10-01,-0.59,-0.42962013991717474,-0.16038001072276778
1950-11-01,-0.227,-0.06955943983658675,-0.15744072290507968
1950-12-01,-0.027,0.1275883604006086,-0.15458853497892694
1951-01-01,0.256,0.4078385225342775,-0.15183870862354096
1951-02-01,0.211,0.3602063993015862,-0.1492065965147725
1951-03-01,0.259,0.40570737691218073,-0.14670758480051255
1951-04-01,-0.513,-0.3686431832738932,-0.14435703477886133
1951-05-01,-0.138,0.004169996350905564,-0.14217022399549292
1951-06-01,-0.19,-0.04983794962260324,-0.14016228697970134
1951-07-01,-0.22,-0.08165208902430898,-0.1383481558406984
1951-08-01,0.124,0.2607422485741527,-0.13674250094685889
1951-09-01,-0.005,0.13035941284417304,-0.13535967191078302
1951-10-01,-0.168,-0.033786625787148555,-0.13421363910227696
1951-11-01,0.123,0.25631766612399953,-0.13331793590965582
1951-12-01,-0.073,0.05968532826526496,-0.13268560196716866
1952-01-01,-0.069,0.0633288509756841,-0.13232912756286022
1952-02-01,0.08,0.21226012104365913,-0.13226039943684947
1952-03-01,0.126,0.2584903691001805,-0.13249064817485665
1952-04-01,0.073,0.2060301188062064,-0.1330303973958851
1952-05-01,-0.148,-0.014110861973546607,-0.13388941492631004
1952-06-01,0.02,0.1550763921745023,-0.13507666614528008
1952-07-01,-0.43,-0.29340000009385164,-0.13660026967835115
1952-08-01,-0.463,-0.32453280867067935,-0.13846745560769036
1952-09-01,-0.607,-0.46631573111020475,-0.1406845263580529
1952-10-01,-0.546,-0.40274342891775017,-0.1432568204080974
1952-11-01,-0.171,-0.02481156087386155,-0.14618867896650234
1952-12-01,-0.03,0.11948318673531927,-0.1494834157418222
1953-01-01,0.304,0.4571430730994678,-0.15314328992411685
1953-02-01,0.285,0.44216927918407833,-0.15716948248514512
1953-03-01,0.188,0.34956188744429656,-0.1615620758923763
1953-04-01,-0.054,0.11231986503606795,-0.16632003732029274
1953-05-01,0.316,0.48744105059609866,-0.17144120543048516
1953-06-01,-0.113,0.06392214465003421,-0.17692228077993835
1953-07-01,-0.178,0.004758703696060018,-0.1827588199047259
1953-08-01,-0.231,-0.04205486200102812,-0.18894523311414055
1953-09-01,-0.24,-0.04452528688242122,-0.19547478601813825
1953-10-01,-0.312,-0.10966044482371959,-0.20233960479892546
1953-11-01,-0.136,0.07353065987974577,-0.2095306852256204
1953-12-01,-0.119,0.098037905257923,-0.21703790539921333
1954-01-01,-0.339,-0.11414993188286936,-0.2248500422035819
1954-02-01,-0.271,-0.03804515583821176,-0.23295479142711337
1954-03-01,-0.162,0.07933887174042953,-0.24133879150857643
1954-04-01,-0.009,0.24098775915904327,-0.24998765085029154
1954-05-01,-0.55,-0.29111388450546394,-0.25888597863138735
1954-06-01,-0.504,-0.23598241516882323,-0.2680174190440115
1954-07-01,-0.855,-0.5776351161666673,-0.27736468886578985
1954-08-01,-0.631,-0.34409015744145693,-0.286909618272601
1954-09-01,-0.718,-0.4213665515938727,-0.2966331947868398
1954-10-01,-0.836,-0.5294841069120835,-0.3065156102477774
1954-11-01,-0.45,-0.13346337750052845,-0.31653631068236593
1954-12-01,-0.053,0.2736743893621615,-0.32667404894686997
1955-01-01,-0.049,0.28790730849877444,-0.3369069400020021
1955-02-01,-0.153,0.19421291459788842,-0.3472125186767892
1955-03-01,0.019,0.3765682223150136,-0.35756779976917935
1955-04-01,-0.044,0.32394978855151585,-0.3679493403244067
1955-05-01,-0.695,-0.31666622325443383,-0.3783333039253613
1955-06-01,-0.387,0.0016960230028222265,-0.3886955268226669
1955-07-01,-0.439,-0.03998789611176077,-0.3990115857258578
1955-08-01,-0.43,-0.02074259430569441,-0.40925686707097664
1955-09-01,-0.738,-0.3185928050047645,-0.4194066375740997
1955-10-01,-0.73,-0.3005633097089357,-0.42943611587475555
1955-11-01,-0.269,0.17032113454036524,-0.43932054506794643
1955-12-01,-0.3,0.1490358683753362,-0.4490352659185306
1956-01-01,-0.101,0.35755640378838116,-0.4585557905470957
1956-02-01,-0.021,0.4468584980750488,-0.46785787637217346
