,PC1,PC2
1986-01-16 11:59:00,574.563161235511,956.5091511704828
1986-02-16 11:59:00,1806.151396287246,735.0016877708632
1986-03-16 11:59:00,4796.433155517181,1676.9075341349624
1986-04-16 11:59:00,5170.721618024074,2428.8466372078797
1986-05-16 11:59:00,-3938.552377584806,1447.3391646740915
1986-06-16 11:59:00,-2783.118835161201,-981.9769012028796
1986-07-16 11:59:00,1441.84711395431,883.502155260796
1986-08-16 11:59:00,-740.8991358025883,3725.705606694443
1986-09-16 11:59:00,1091.3312867544298,3024.6368819417544
1986-10-16 11:59:00,138.27007392283735,7967.325705906841
1986-11-16 11:59:00,3441.009903183765,2654.1532481534255
1986-12-16 11:59:00,2745.894808613956,1948.86452199281
1987-01-16 11:59:00,3034.952718615395,1273.1390298339816
1987-02-16 11:59:00,1178.5680292319657,416.7032695616433
1987-03-16 11:59:00,2151.5884057314574,1060.683406747713
1987-04-16 11:59:00,1426.8014927555294,1751.576986013069
1987-05-16 11:59:00,-1995.3141036660666,2417.6440549564572
1987-06-16 11:59:00,-7099.174875327303,1173.7336067438268
1987-07-16 11:59:00,845.8128062084244,4153.599175971536
1987-08-16 11:59:00,-471.3815905537059,2355.293146129833
1987-09-16 11:59:00,158.9451256280814,1933.0111459328718
1987-10-16 11:59:00,-3579.402854859254,6257.665552017647
1987-11-16 11:59:00,-8388.954370999412,-2725.9214735795704
1987-12-16 11:59:00,-10173.122309417267,-3088.4633375078
