Date,ENSO,ENSO_filtered,IOD,IOD_filtered,PDO,PDO_filtered,IPO,IPO_filtered
1907-03-01,-0.43,-0.10363636363636364,-0.051,-0.4686611570247934,-1.773,0.2655702479338843,-0.166,0.21203305785123966
1907-04-01,-0.56,-0.09661157024793388,-0.367,-0.4687107438016529,-1.206,0.26087603305785123,-0.284,0.21502479338842972
1907-05-01,-0.47,-0.09826446280991737,-0.308,-0.46963636363636363,0.446,0.2578099173553719,-0.057,0.20809090909090908
1907-06-01,-0.41,-0.10413223140495866,-0.345,-0.46931404958677686,0.747,0.2526198347107438,0.217,0.20133884297520663
1907-07-01,-0.55,-0.11132231404958678,-0.602,-0.47412396694214876,0.642,0.23883471074380166,0.069,0.1915371900826446
1907-08-01,-0.65,-0.1265289256198347,-0.933,-0.47988429752066114,-0.044,0.22256198347107436,-0.179,0.17768595041322313
1907-09-01,0.13,-0.13578512396694215,-0.526,-0.48862809917355376,1.103,0.21923140495867768,0.23,0.16813223140495867
1907-10-01,-0.25,-0.14876033057851237,-0.403,-0.4953884297520661,1.905,0.21696694214876033,0.047,0.15692561983471073
1907-11-01,-0.25,-0.15900826446280994,-0.388,-0.4994876033057851,1.597,0.20934710743801652,0.089,0.14662809917355374
1907-12-01,-0.09,-0.17578512396694215,-0.221,-0.5032479338842976,1.588,0.20331404958677685,0.15,0.13245454545454546
1908-01-01,-0.27,-0.18892561983471073,-0.392,-0.5030082644628099,1.259,0.19892561983471074,0.044,0.12204958677685951
1908-02-01,0.07,-0.19842975206611568,-0.35,-0.5001735537190083,1.196,0.20098347107438017,0.32,0.11781818181818182
1908-03-01,-0.63,-0.20479338842975203,-0.251,-0.4965702479338843,0.281,0.19930578512396693,0.16,0.11522314049586777
1908-04-01,-0.55,-0.21768595041322314,-0.789,-0.49576033057851243,-0.008,0.19623966942148757,-0.116,0.10284297520661156
1908-05-01,-0.45,-0.22297520661157025,-0.229,-0.49211570247933883,0.148,0.2056198347107438,0.052,0.09767768595041323
1908-06-01,-0.22,-0.22347107438016528,0.041,-0.48907438016528926,0.211,0.21000826446280993,0.179,0.09694214876033058
1908-07-01,-0.63,-0.2271074380165289,-0.598,-0.489099173553719,0.293,0.2166694214876033,-0.235,0.09235537190082645
1908-08-01,-0.4,-0.22380165289256196,-0.46,-0.4880082644628099,-0.213,0.21587603305785125,-0.501,0.09074380165289254
1908-09-01,-0.52,-0.22074380165289256,-0.318,-0.48814049586776864,0.816,0.21360330578512396,-0.37,0.08875206611570247
1908-10-01,-0.5,-0.2155371900826446,-0.468,-0.48355371900826444,1.114,0.21373553719008265,-0.373,0.09077685950413224
1908-11-01,-0.88,-0.20545454545454545,-0.508,-0.4769752066115702,1.581,0.21405785123966942,-0.679,0.09956198347107438
1908-12-01,-1.15,-0.19214876033057848,-0.582,-0.4738347107438016,0.829,0.21593388429752067,-0.606,0.11021487603305785
1909-01-01,-0.29,-0.17793388429752063,-0.732,-0.47257024793388436,0.316,0.214297520661157,0.24,0.11945454545454547
1909-02-01,-0.88,-0.16528925619834708,-0.501,-0.4721818181818182,0.542,0.20651239669421487,-0.485,0.1295702479338843
1909-03-01,-0.54,-0.15611570247933884,-0.559,-0.47316528925619833,0.664,0.20677685950413222,-0.065,0.13868595041322312
1909-04-01,-0.68,-0.14338842975206612,-0.444,-0.47332231404958675,0.127,0.21006611570247932,-0.49,0.1479586776859504
1909-05-01,-0.36,-0.13735537190082642,-0.802,-0.47395867768595046,-0.309,0.21502479338842975,-0.05,0.1514380165289256
1909-06-01,-1.1,-0.1333884297520661,-0.917,-0.46724793388429753,-0.696,0.2075123966942149,-0.694,0.15227272727272728
1909-07-01,-1.0,-0.13016528925619836,-1.032,-0.46404132231404954,-1.218,0.20530578512396694,-0.579,0.15016528925619835
1909-08-01,-0.97,-0.1287603305785124,-0.986,-0.4618677685950413,-2.06,0.2027685950413223,-0.94,0.15017355371900826
1909-09-01,-0.85,-0.12760330578512394,-0.919,-0.459,-1.825,0.18697520661157024,-1.055,0.14709090909090908
1909-10-01,-1.24,-0.12553719008264463,-0.729,-0.4538677685950413,-1.213,0.16938016528925617,-1.217,0.14361157024793386
1909-11-01,-1.5,-0.1305785123966942,-0.424,-0.45652066115702483,-1.438,0.15578512396694214,-1.334,0.13772727272727273
1909-12-01,-1.08,-0.12619834710743802,-0.256,-0.45948760330578514,-2.131,0.14282644628099173,-0.933,0.1385289256198347
1910-01-01,-0.93,-0.12603305785123967,-0.551,-0.4593719008264463,-1.58,0.11633884297520661,-1.067,0.13642975206611568
1910-02-01,-0.64,-0.1262809917355372,-0.169,-0.46009090909090916,-1.159,0.09348760330578512,-0.505,0.13474380165289254
1910-03-01,-0.79,-0.12818181818181817,-0.489,-0.46034710743801655,-0.959,0.08751239669421486,-0.54,0.13286776859504132
1910-04-01,-1.17,-0.13190082644628098,-0.394,-0.45876033057851245,-1.958,0.09466942148760331,-0.772,0.1278429752066116
1910-05-01,-1.41,-0.13,-0.531,-0.45898347107438014,-2.125,0.09447933884297521,-1.08,0.12726446280991735
1910-06-01,-1.04,-0.12983471074380165,-0.46,-0.4589586776859504,-0.354,0.09739669421487604,-1.051,0.12560330578512396
1910-07-01,-0.88,-0.13413223140495867,-1.036,-0.46108264462809917,-0.033,0.09912396694214876,-0.695,0.11889256198347106
1910-08-01,-0.9,-0.14049586776859505,-0.821,-0.4624462809917355,-0.494,0.0903388429752066,-0.894,0.10885123966942148
1910-09-01,-1.29,-0.14768595041322316,-1.022,-0.4637438016528926,0.754,0.07809917355371901,-1.229,0.09388429752066116
1910-10-01,-0.94,-0.15743801652892558,-1.053,-0.4665537190082645,-0.956,0.057231404958677685,-0.973,0.0804793388429752
1910-11-01,-0.53,-0.16793388429752065,-0.682,-0.46461157024793387,-0.633,0.05022314049586777,-0.518,0.06867768595041322
1910-12-01,-0.64,-0.17669421487603304,-0.296,-0.46122314049586777,-0.095,0.04025619834710743,-0.37,0.05665289256198347
1911-01-01,-0.57,-0.18735537190082643,-0.194,-0.4576694214876033,-0.54,0.03923140495867768,-0.26,0.04799173553719008
1911-02-01,-0.58,-0.19975206611570245,-0.486,-0.4529173553719008,-1.129,0.02029752066115702,-0.282,0.036
1911-03-01,-0.82,-0.20975206611570246,-0.735,-0.4484297520661157,-1.259,0.0024545454545454493,-0.369,0.02575206611570248
1911-04-01,-1.11,-0.22157024793388427,-0.744,-0.44307438016528927,-0.616,-0.005024793388429757,-0.68,0.013140495867768593
1911-05-01,-1.05,-0.22719008264462812,-0.436,-0.43785123966942147,-0.66,-0.010942148760330582,-0.815,0.00431404958677686
1911-06-01,-0.64,-0.2303305785123967,-0.814,-0.4376280991735537,-1.346,-0.031016528925619843,-0.502,-0.0025041322314049586
1911-07-01,-0.22,-0.24074380165289255,-0.774,-0.44007438016528927,-0.363,-0.04627272727272727,-0.138,-0.014487603305785123
1911-08-01,-0.28,-0.24892561983471076,-0.586,-0.43896694214876036,0.14,-0.07023140495867769,-0.292,-0.02503305785123967
1911-09-01,0.22,-0.2571074380165289,-0.544,-0.44047933884297524,-0.084,-0.09002479338842975,0.126,-0.03495867768595041
1911-10-01,0.2,-0.26165289256198343,-0.669,-0.43499173553719006,-0.107,-0.10357851239669422,0.128,-0.03843801652892562
1911-11-01,0.84,-0.2686776859504132,-0.229,-0.4324628099173554,-0.329,-0.12976859504132232,0.92,-0.04601652892561983
1911-12-01,0.96,-0.27950413223140497,-0.153,-0.4282148760330579,-0.858,-0.15376033057851243,1.14,-0.05847933884297521
1912-01-01,1.55,-0.28818181818181815,-0.252,-0.4255785123966942,-0.3,-0.16299999999999998,1.272,-0.06695041322314049
1912-02-01,0.83,-0.29338842975206614,-0.302,-0.42290082644628096,0.088,-0.17104958677685952,0.897,-0.0705785123966942
1912-03-01,0.69,-0.29528925619834706,-0.052,-0.4221322314049587,-0.198,-0.1819338842975207,0.687,-0.07528099173553719
1912-04-01,0.58,-0.2941322314049587,-0.257,-0.4236611570247934,-0.268,-0.1804297520661157,0.767,-0.0777603305785124
1912-05-01,0.0,-0.29198347107438016,-0.061,-0.42400000000000004,0.011,-0.17944628099173554,0.275,-0.07948760330578512
1912-06-01,-0.24,-0.2884297520661157,-0.003,-0.4242727272727273,0.374,-0.19054545454545455,0.245,-0.08193388429752066
1912-07-01,-0.1,-0.28545454545454546,-0.672,-0.426305785123967,0.299,-0.20093388429752065,0.28,-0.08429752066115703
1912-08-01,-0.4,-0.27966942148760326,-0.767,-0.4249256198347107,0.523,-0.2080495867768595,0.131,-0.08623966942148759
1912-09-01,0.09,-0.27454545454545454,-0.725,-0.4244214876033058,1.19,-0.21344628099173552,0.343,-0.08806611570247933
1912-10-01,-0.13,-0.2752892561983471,-0.609,-0.42886776859504133,0.691,-0.23210743801652894,0.024,-0.09237190082644628
1912-11-01,0.16,-0.2767768595041322,-0.734,-0.4329504132231405,0.113,-0.2555785123966942,0.375,-0.09635537190082645
1912-12-01,-0.49,-0.2806611570247934,-0.502,-0.43528099173553714,-0.265,-0.273603305785124,-0.082,-0.10203305785123967
1913-01-01,-0.2,-0.28685950413223144,-0.237,-0.4333471074380165,-0.304,-0.2854628099173554,0.023,-0.10763636363636363
1913-02-01,0.18,-0.291404958677686,-0.136,-0.4289917355371901,0.211,-0.29758677685950413,0.757,-0.11212396694214877
1913-03-01,0.16,-0.2999173553719009,-0.135,-0.42521487603305785,-0.087,-0.31346280991735537,0.571,-0.11860330578512397
1913-04-01,-0.77,-0.2993388429752066,-0.266,-0.4255702479338843,-0.506,-0.320793388429752,-0.483,-0.12203305785123968
1913-05-01,-0.28,-0.296198347107438,-0.187,-0.4225289256198347,0.201,-0.32701652892561983,-0.088,-0.11987603305785124
1913-06-01,-0.16,-0.2894214876033058,0.101,-0.4223140495867769,0.128,-0.33157851239669417,0.32,-0.11415702479338843
1913-07-01,-0.15,-0.2881818181818182,-0.338,-0.42371900826446285,0.743,-0.33277685950413227,0.167,-0.11126446280991736
1913-08-01,-0.09,-0.28198347107438015,-0.482,-0.4194214876033058,1.206,-0.33278512396694215,0.153,-0.10376033057851239
1913-09-01,0.05,-0.2752892561983471,-0.468,-0.4156198347107439,0.877,-0.3257107438016529,0.224,-0.09214049586776858
1913-10-01,0.03,-0.2633057851239669,-0.135,-0.41173553719008266,0.617,-0.3208264462809917,0.563,-0.07792561983471075
1913-11-01,0.8,-0.24900826446280994,-0.24,-0.40625619834710747,0.505,-0.31992561983471074,0.917,-0.0630495867768595
1913-12-01,0.85,-0.23099173553719007,-0.248,-0.4015867768595041,0.04,-0.32998347107438014,0.951,-0.0452892561983471
1914-01-01,0.7,-0.20826446280991734,-0.288,-0.397,-0.215,-0.3339090909090909,0.942,-0.026363636363636363
1914-02-01,0.8,-0.19561983471074382,-0.172,-0.3919173553719008,-0.027,-0.33659504132231405,0.881,-0.019123966942148758
1914-03-01,0.32,-0.18090909090909088,-0.353,-0.39000826446280995,0.294,-0.34417355371900826,0.735,-0.00808264462809917
1914-04-01,0.69,-0.17074380165289257,-0.238,-0.38875206611570245,0.948,-0.35292561983471077,0.895,-0.0003388429752066082
1914-05-01,0.01,-0.1599173553719008,-0.106,-0.3883801652892562,0.708,-0.3608677685950413,0.269,0.01210743801652893
1914-06-01,0.08,-0.15190082644628097,0.554,-0.38469421487603306,-0.57,-0.3683636363636364,0.148,0.02007438016528926
1914-07-01,0.53,-0.13950413223140495,0.102,-0.37857024793388433,-0.39,-0.3732396694214877,0.276,0.03227272727272728
1914-08-01,0.92,-0.12611570247933884,-0.024,-0.3726776859504132,-0.251,-0.36687603305785127,0.864,0.044099173553719014
1914-09-01,0.68,-0.11396694214876033,-0.066,-0.3663471074380166,-0.355,-0.34890082644628095,0.672,0.0579504132231405
1914-10-01,0.26,-0.10586776859504132,-0.057,-0.36163636363636364,-0.137,-0.3347438016528926,0.221,0.0703801652892562
1914-11-01,0.3,-0.09867768595041322,-0.558,-0.35777685950413224,0.122,-0.3294214876033058,0.291,0.08065289256198348
1914-12-01,0.68,-0.08347107438016528,-0.712,-0.3576280991735537,0.091,-0.3212396694214876,0.81,0.09750413223140496
1915-01-01,0.88,-0.06925619834710743,-0.63,-0.35537190082644626,-0.397,-0.31262809917355366,1.057,0.11250413223140496
1915-02-01,0.65,-0.05661157024793388,-0.688,-0.35036363636363643,-0.286,-0.3052314049586777,0.922,0.12690909090909092
1915-03-01,0.49,-0.046942148760330565,-0.403,-0.3478181818181818,0.578,-0.30037190082644627,0.982,0.13443801652892562
1915-04-01,0.47,-0.04173553719008263,-0.28,-0.34329752066115704,1.45,-0.29918181818181816,0.878,0.1399586776859504
1915-05-01,0.52,-0.03380165289256198,-0.495,-0.3378099173553719,1.661,-0.2874462809917355,0.915,0.1492314049586777
1915-06-01,1.1,-0.019752066115702478,-0.202,-0.333900826446281,1.605,-0.2758842975206611,1.319,0.16068595041322314
1915-07-01,0.07,-0.009917355371900822,-0.704,-0.33497520661157026,1.602,-0.28020661157024795,0.361,0.1707107438016529
1915-08-01,0.05,-0.0015702479338842931,-0.44,-0.33138016528925623,1.03,-0.2906446280991736,0.013,0.17667768595041322
1915-09-01,0.17,0.008099173553719013,-0.377,-0.32962809917355373,0.585,-0.2980330578512396,-0.113,0.18321487603305786
1915-10-01,0.24,0.02272727272727273,-0.316,-0.3248677685950413,-0.727,-0.31380165289256196,-0.049,0.1925785123966942
1915-11-01,-0.15,0.029834710743801656,-0.227,-0.3209338842975206,-1.066,-0.30983471074380164,-0.179,0.19967768595041321
1915-12-01,-0.23,0.034132231404958684,-0.026,-0.31850413223140495,-0.641,-0.3098760330578512,-0.056,0.20437190082644627
1916-01-01,-0.12,0.04297520661157025,-0.13,-0.31850413223140495,-1.114,-0.3175289256198347,0.119,0.20997520661157024
1916-02-01,-0.61,0.043388429752066124,-0.03,-0.3182644628099174,-1.116,-0.32378512396694215,-0.362,0.21115702479338844
1916-03-01,-0.54,0.03644628099173554,0.058,-0.3149173553719008,-0.941,-0.3201322314049587,-0.199,0.20714876033057852
1916-04-01,-0.63,0.038677685950413224,0.138,-0.3104049586776859,-0.339,-0.32178512396694214,-0.248,0.2085537190082645
1916-05-01,-0.23,0.040247933884297524,-0.156,-0.3045950413223141,-0.204,-0.3270826446280992,-0.013,0.2094214876033058
1916-06-01,-0.36,0.0471900826446281,-0.398,-0.3027603305785124,-1.155,-0.3297768595041322,-0.122,0.21316528925619835
1916-07-01,-1.11,0.050247933884297526,-0.686,-0.2996776859504132,-1.127,-0.3275454545454546,-0.97,0.21369421487603307
1916-08-01,-1.48,0.04966942148760331,-0.852,-0.3009834710743801,-1.568,-0.3347520661157025,-1.416,0.2128925619834711
1916-09-01,-1.36,0.050578512396694225,-1.268,-0.3006694214876033,-1.476,-0.3449834710743802,-1.409,0.21223966942148761
1916-10-01,-1.36,0.049090909090909095,-0.97,-0.3000909090909091,-1.452,-0.3539090909090909,-1.302,0.2098099173553719
1916-11-01,-1.72,0.038925619834710753,-0.706,-0.2985619834710744,-2.164,-0.3576694214876033,-1.503,0.20430578512396694
1916-12-01,-1.64,0.027851239669421487,-0.28,-0.29982644628099175,-2.274,-0.3557520661157025,-1.185,0.19582644628099177
1917-01-01,-1.56,0.015454545454545457,-0.03,-0.30171900826446285,-1.695,-0.35014049586776863,-1.087,0.18487603305785125
1917-02-01,-1.2,0.0020661157024793393,-0.046,-0.30125619834710743,-1.624,-0.35612396694214876,-0.829,0.1757685950413223
1917-03-01,-0.64,-0.004132231404958676,-0.092,-0.2981074380165289,-1.794,-0.3673471074380165,-0.597,0.17090082644628102
1917-04-01,-0.29,-0.014297520661157024,-0.236,-0.30090082644628097,-1.591,-0.37750413223140494,-0.466,0.16545454545454544
1917-05-01,-0.3,-0.01727272727272727,-0.408,-0.3018842975206612,-1.087,-0.3871570247933884,-0.493,0.16143801652892562
1917-06-01,-0.04,-0.020909090909090912,-0.341,-0.3019421487603306,-0.897,-0.39429752066115703,-0.353,0.15598347107438018
1917-07-01,-0.05,-0.02256198347107438,-0.591,-0.3064462809917356,-0.51,-0.40087603305785124,-0.069,0.1518925619834711
1917-08-01,0.15,-0.02818181818181818,-0.435,-0.30432231404958676,-0.219,-0.40413223140495874,-0.166,0.1447520661157025
1917-09-01,-0.03,-0.028016528925619833,-0.872,-0.3022066115702479,-0.697,-0.4096942148760331,-0.4,0.1414710743801653
1917-10-01,0.04,-0.030909090909090907,-1.064,-0.30058677685950413,-1.155,-0.4199669421487603,-0.291,0.1366611570247934
1917-11-01,-0.43,-0.03239669421487603,-0.897,-0.30007438016528926,-0.935,-0.42966942148760334,-0.435,0.13411570247933885
1917-12-01,-0.72,-0.038099173553719,-0.67,-0.2965206611570248,-0.584,-0.4289504132231405,-0.598,0.12758677685950415
1918-01-01,-0.84,-0.037438016528925616,0.013,-0.29405785123966943,0.153,-0.42593388429752066,-0.528,0.12719834710743802
1918-02-01,-0.82,-0.04206611570247934,0.135,-0.29551239669421486,-0.208,-0.4288595041322314,-0.499,0.1255619834710744
1918-03-01,-0.96,-0.05057851239669422,0.107,-0.2967190082644628,-0.725,-0.43709090909090914,-0.464,0.1172396694214876
1918-04-01,-0.56,-0.05644628099173553,-0.294,-0.2975785123966942,-0.606,-0.4388595041322314,-0.255,0.11358677685950413
1918-05-01,-0.17,-0.05214876033057851,-0.421,-0.2979504132231405,-0.761,-0.4317024793388429,0.145,0.11794214876033059
1918-06-01,0.37,-0.05107438016528926,-0.203,-0.29724793388429754,-0.404,-0.43997520661157025,0.744,0.11984297520661158
1918-07-01,-0.07,-0.05140495867768595,-0.129,-0.3014132231404959,0.066,-0.4361404958677686,0.529,0.11857024793388429
1918-08-01,0.12,-0.04851239669421488,-0.078,-0.2986280991735537,0.292,-0.43950413223140494,0.673,0.11968595041322314
1918-09-01,0.41,-0.0424793388429752,-0.0,-0.29265289256198346,0.643,-0.4489504132231405,0.905,0.12290082644628102
1918-10-01,0.93,-0.03636363636363636,0.152,-0.286504132231405,1.407,-0.45298347107438014,1.35,0.12814876033057854
1918-11-01,1.23,-0.029421487603305787,0.195,-0.28168595041322314,1.223,-0.4591900826446281,1.427,0.13183471074380165
1918-12-01,1.3,-0.02760330578512396,0.057,-0.28137190082644625,0.364,-0.4654462809917356,1.47,0.1297107438016529
1919-01-01,1.6,-0.03082644628099173,-0.027,-0.2829090909090909,0.354,-0.4719090909090909,1.684,0.12177685950413224
1919-02-01,1.24,-0.031404958677685946,-0.117,-0.28546280991735534,-0.009,-0.47675206611570253,1.116,0.11744628099173554
1919-03-01,0.9,-0.03479338842975206,-0.27,-0.2875785123966942,-0.375,-0.4801900826446281,0.851,0.11075206611570249
1919-04-01,0.69,-0.03760330578512396,-0.407,-0.2868677685950413,-0.395,-0.4895206611570248,0.872,0.10376033057851239
1919-05-01,0.63,-0.050330578512396695,-0.399,-0.2883305785123967,-0.834,-0.4984462809917355,1.016,0.0912809917355372
1919-06-01,0.61,-0.05595041322314049,-0.356,-0.2911487603305785,-1.216,-0.5050413223140496,0.914,0.08614876033057853
1919-07-01,0.4,-0.0647107438016529,-0.176,-0.29899173553719005,-1.286,-0.5037107438016529,0.782,0.07967768595041323
1919-08-01,0.62,-0.07553719008264462,-0.319,-0.3032892561983471,-0.448,-0.5068595041322314,0.852,0.0709504132231405
1919-09-01,0.5,-0.09024793388429753,-0.22,-0.30847933884297524,0.115,-0.5154462809917355,0.736,0.05885123966942149
1919-10-01,0.13,-0.0996694214876033,-0.349,-0.3096611570247934,-0.112,-0.5270165289256199,0.449,0.050247933884297526
1919-11-01,-0.37,-0.11082644628099174,-0.262,-0.31257024793388427,-0.569,-0.5373966942148761,0.026,0.04365289256198348
1919-12-01,0.34,-0.11876033057851239,-0.406,-0.31097520661157024,-0.448,-0.5428842975206613,0.705,0.03972727272727273
1920-01-01,0.64,-0.13289256198347105,0.017,-0.3077107438016529,-1.089,-0.553297520661157,0.882,0.028719008264462813
1920-02-01,0.6,-0.1440495867768595,0.055,-0.30273553719008267,-0.685,-0.5570909090909091,0.676,0.02110743801652893
1920-03-01,0.53,-0.15380165289256198,0.139,-0.29711570247933883,-0.571,-0.560801652892562,0.406,0.014123966942148767
1920-04-01,-0.16,-0.16214876033057848,0.058,-0.28980165289256193,-0.815,-0.5739421487603306,0.128,0.008099173553719016
1920-05-01,-0.21,-0.16933884297520663,0.27,-0.28784297520661156,-0.538,-0.5895702479338842,0.35,6.7668552120748176e-18
1920-06-01,0.29,-0.17512396694214877,-0.058,-0.2830826446280992,-0.726,-0.6096198347107438,0.306,-0.009710743801652887
1920-07-01,0.15,-0.18008264462809917,-0.59,-0.2827933884297521,-0.877,-0.6256115702479339,0.162,-0.01638842975206611
1920-08-01,0.13,-0.1750413223140496,-0.601,-0.277305785123967,-1.296,-0.639900826446281,0.027,-0.014603305785123963
1920-09-01,0.27,-0.1690909090909091,-0.609,-0.27045454545454545,-1.388,-0.6447355371900827,-0.103,-0.00804132231404958
1920-10-01,0.48,-0.1634710743801653,-0.446,-0.2664876033057851,-1.154,-0.6448429752066115,-0.096,0.001148760330578519
1920-11-01,-0.08,-0.15719008264462808,-0.577,-0.26290082644628104,-0.476,-0.6310413223140495,-0.114,0.012595041322314057
1920-12-01,-0.01,-0.14272727272727273,-0.388,-0.2622809917355372,-0.638,-0.6167603305785124,0.05,0.027099173553719016
1921-01-01,0.43,-0.12826446280991738,-0.296,-0.26209917355371903,-1.021,-0.6042479338842975,0.308,0.04019008264462811
1921-02-01,-0.52,-0.11661157024793388,-0.165,-0.2639917355371901,-1.297,-0.5861157024793389,-0.117,0.05222314049586778
1921-03-01,-1.42,-0.10173553719008264,-0.081,-0.26408264462809916,-0.687,-0.5673388429752065,-0.767,0.06791735537190084
1921-04-01,-0.55,-0.08892561983471074,-0.189,-0.266603305785124,-1.459,-0.5449669421487602,-0.199,0.07947933884297521
1921-05-01,-0.92,-0.07685950413223142,-0.041,-0.2684462809917355,-1.257,-0.5239090909090909,-0.575,0.09119834710743802
1921-06-01,-0.21,-0.06991735537190083,-0.214,-0.2659421487603306,-0.986,-0.5096776859504132,-0.362,0.0995702479338843
1921-07-01,-0.27,-0.06173553719008265,-0.441,-0.2645619834710744,-1.076,-0.4827603305785124,-0.438,0.10715702479338844
1921-08-01,-0.29,-0.051322314049586766,-0.932,-0.25894214876033056,-1.235,-0.4585867768595041,-0.235,0.11735537190082646
1921-09-01,-0.17,-0.0396694214876033,-0.548,-0.2552479338842975,-1.098,-0.4321404958677686,-0.371,0.13037190082644629
1921-10-01,0.04,-0.03165289256198347,-0.474,-0.2457190082644628,-1.164,-0.4069752066115703,-0.168,0.1416115702479339
1921-11-01,-1.03,-0.02264462809917355,-0.484,-0.2417520661157025,-0.562,-0.37825619834710744,-0.538,0.15537190082644628
1921-12-01,-0.5,-0.010330578512396693,-0.382,-0.239404958677686,-0.097,-0.34688429752066113,-0.106,0.1724132231404959
1922-01-01,-0.54,0.0040495867768595055,-0.382,-0.23875206611570246,-0.179,-0.32219834710743805,-0.185,0.1879917355371901
1922-02-01,-0.07,0.018842975206611573,-0.196,-0.23815702479338843,-1.024,-0.29881818181818187,0.17,0.20329752066115703
1922-03-01,0.08,0.027272727272727275,0.079,-0.23944628099173554,-1.27,-0.27898347107438015,0.308,0.21252892561983472
1922-04-01,-0.54,0.030330578512396695,-0.39,-0.24197520661157024,-1.427,-0.2628099173553719,0.028,0.22044628099173555
1922-05-01,0.22,0.027851239669421487,-0.376,-0.2421404958677686,-1.436,-0.24852892561983472,0.281,0.2222314049586777
1922-06-01,-0.44,0.02909090909090909,-0.068,-0.24015702479338844,-0.853,-0.23553719008264462,-0.385,0.22786776859504135
1922-07-01,-0.44,0.026859504132231406,-0.548,-0.2420909090909091,-0.422,-0.22953719008264464,-0.25,0.22860330578512397
1922-08-01,-0.78,0.026528925619834713,-0.415,-0.24225619834710746,-0.095,-0.22740495867768595,-0.584,0.22773553719008266
1922-09-01,-0.38,0.023966942148760332,-0.511,-0.2441487603305785,-0.15,-0.223396694214876,-0.266,0.22899173553719007
1922-10-01,-0.26,0.02644628099173554,-0.529,-0.24191735537190082,-0.053,-0.22141322314049586,-0.239,0.23349586776859504
1922-11-01,-0.31,0.025785123966942148,-0.547,-0.23549586776859502,-0.483,-0.21422314049586777,-0.284,0.23720661157024794
1922-12-01,-0.53,0.03140495867768595,-0.304,-0.23120661157024794,0.2,-0.20847933884297523,-0.415,0.2435785123966942
1923-01-01,-0.41,0.04123966942148761,-0.204,-0.22878512396694214,0.1,-0.2013223140495868,-0.129,0.2546611570247934
1923-02-01,-0.76,0.049917355371900826,-0.413,-0.23186776859504132,-0.658,-0.1979917355371901,-0.175,0.2636694214876033
1923-03-01,-0.85,0.054710743801652896,-0.282,-0.23527272727272727,-0.785,-0.1895371900826446,-0.25,0.27015702479338843
1923-04-01,-0.55,0.06082644628099173,-0.239,-0.23874380165289258,-0.301,-0.179198347107438,0.129,0.27612396694214875
1923-05-01,-0.25,0.06512396694214875,-0.311,-0.23852892561983471,0.36,-0.16878512396694215,0.044,0.2809834710743802
1923-06-01,-0.15,0.06438016528925619,-0.102,-0.23889256198347109,-0.8,-0.15392561983471073,0.142,0.2805867768595041
1923-07-01,-0.2,0.06148760330578513,-0.403,-0.242504132231405,0.592,-0.15297520661157024,0.166,0.2755371900826446
1923-08-01,0.2,0.05975206611570248,-0.001,-0.24880165289256198,0.336,-0.15720661157024793,0.302,0.27061983471074386
1923-09-01,0.64,0.05768595041322314,0.241,-0.25534710743801653,0.063,-0.16972727272727273,0.542,0.2630413223140496
1923-10-01,0.79,0.05330578512396694,0.276,-0.261404958677686,0.389,-0.18139669421487606,0.859,0.2546611570247934
1923-11-01,0.87,0.044214876033057855,0.448,-0.26436363636363636,-0.134,-0.19134710743801656,1.009,0.24351239669421487
1923-12-01,1.02,0.033801652892561984,-0.202,-0.26904958677685953,-0.252,-0.19825619834710745,0.66,0.23105785123966943
1924-01-01,0.46,0.02181818181818182,-0.434,-0.2718677685950413,-0.742,-0.19716528925619833,-0.009,0.21763636363636363
1924-02-01,0.63,0.007933884297520661,-0.597,-0.2746363636363636,-0.801,-0.19982644628099172,0.418,0.20372727272727276
1924-03-01,0.39,-0.003553719008264462,-0.428,-0.2756363636363637,-0.443,-0.20017355371900827,0.071,0.19492561983471077
1924-04-01,-0.02,-0.012231404958677684,-0.267,-0.27523966942148764,-0.835,-0.19479338842975208,-0.111,0.18968595041322311
1924-05-01,-0.85,-0.019338842975206612,-0.415,-0.2748595041322314,-0.132,-0.18866942148760332,-0.615,0.1846115702479339
1924-06-01,-0.67,-0.02347107438016529,-0.447,-0.2735950413223141,-0.09,-0.1791818181818182,-0.352,0.17791735537190084
1924-07-01,-0.98,-0.02867768595041322,-0.395,-0.2738595041322314,-0.409,-0.16868595041322312,-0.635,0.17299173553719008
1924-08-01,-0.78,-0.03115702479338843,-0.418,-0.2764297520661157,-0.771,-0.15717355371900826,-0.78,0.16876033057851242
1924-09-01,-0.86,-0.033801652892561984,-0.652,-0.2763140495867769,-1.29,-0.14593388429752066,-0.6,0.16661157024793388
1924-10-01,-0.46,-0.034628099173553716,-0.209,-0.27743801652892564,-1.755,-0.13899173553719008,-0.369,0.16357851239669421
1924-11-01,-1.09,-0.034214876033057846,-0.409,-0.27687603305785125,-1.393,-0.13297520661157025,-0.577,0.162900826446281
1924-12-01,-0.66,-0.025950413223140498,-0.365,-0.27490909090909094,-0.542,-0.1169504132231405,-0.184,0.1693801652892562
1925-01-01,-1.03,-0.02586776859504132,-0.317,-0.2750495867768595,-1.169,-0.10587603305785125,-0.522,0.16776859504132233
1925-02-01,-0.47,-0.02793388429752066,-0.028,-0.2794297520661157,-0.856,-0.09200826446280991,0.136,0.16436363636363638
